Gene ID	Module	MM	Locus Name	TF Family	TF Name	Functional Annotation
GRMZM2G052193	7	0.806629502	--	--	--	Uncharacterized protein
GRMZM2G010095	7	0.805014811	--	--	--	Uncharacterized protein
GRMZM2G030272	7	0.802296066	--	WRKY	ZmWRKY32	WRKY55-superfamily of TFs having WRKY and zinc finger domains
GRMZM2G531363	7	0.802206881	--	--	--	-
GRMZM5G809087	7	0.798262148	--	--	--	Uncharacterized protein
GRMZM5G842503	7	0.797371838	--	--	--	-
GRMZM2G179638	7	0.794751844	--	--	--	Uncharacterized protein
GRMZM2G155502	7	0.793051067	--	--	--	Aldehyde dehydrogenase
GRMZM2G322952	7	0.792968065	--	--	--	Uncharacterized protein
GRMZM2G114893	7	0.789263281	--	--	--	-
GRMZM2G413853	7	0.787921261	--	--	--	-
GRMZM5G828488	7	0.785642795	--	--	--	Ids4-like protein
GRMZM2G151887	7	0.785167801	--	--	--	Uncharacterized protein
GRMZM2G104847	7	0.782466795	--	--	--	Acyl CoA synthetase; Putative AMP-dependent synthetase and ligase superfamily protein; Uncharacterized protein
GRMZM2G039919	7	0.781381774	--	--	--	Uncharacterized protein
GRMZM2G133413	7	0.779393581	CYCD4	--	--	Uncharacterized protein
GRMZM2G007630	7	0.776888217	--	--	--	Ribokinase
GRMZM2G092167	7	0.773638246	--	--	--	Uncharacterized protein
GRMZM2G168984	7	0.771366265	--	--	--	Uncharacterized protein
GRMZM2G043921	7	0.758713213	--	--	--	Serine-rich protein
GRMZM2G171406	7	0.753607479	--	--	--	Uncharacterized protein
GRMZM2G067277	7	0.753433021	--	--	--	Uncharacterized protein
GRMZM5G868423	7	0.750815449	--	--	--	Uncharacterized protein
GRMZM5G800438	7	0.749754646	--	--	--	Uncharacterized protein
GRMZM5G869313	7	0.741911131	--	--	--	-
GRMZM2G305569	7	0.737921001	--	--	--	-
GRMZM2G394973	7	0.737191375	--	C2C2-Dof 	ZmDOF37	-
GRMZM2G009732	7	0.732640014	--	--	--	Uncharacterized protein
GRMZM2G043955	7	0.722496101	--	--	--	Uncharacterized protein
GRMZM2G130354	7	0.716281547	--	--	--	Uncharacterized protein
GRMZM5G808836	7	0.715783789	--	--	--	-
GRMZM2G162640	7	0.71521704	--	--	--	Uncharacterized protein
GRMZM2G158140	7	0.714804793	--	Orphans	ZmOrphan315	Uncharacterized protein
GRMZM2G359038	7	0.694441504	--	--	--	Uncharacterized protein
GRMZM2G500797	7	0.691764005	--	--	--	-
GRMZM2G172136	7	0.682067188	--	--	--	-
GRMZM2G067514	7	0.681522603	--	--	--	Putative uncharacterized protein
GRMZM2G008642	7	0.661243581	--	--	--	Uncharacterized protein
GRMZM2G031400	7	0.652148847	--	--	--	-
GRMZM2G548321	7	0.598500824	--	--	--	-
GRMZM2G344521	8	0.998973622	--	ABI3-VP1	ZmABI25	-
GRMZM5G828884	8	0.997511355	--	--	--	Uncharacterized protein
GRMZM2G455642	8	0.997405717	--	--	--	Uncharacterized protein
GRMZM2G052507	8	0.997244682	--	--	--	Serine carboxypeptidase 1
GRMZM2G028041	8	0.997011753	RS1	Homeobox	ZmHB132	Homeobox protein rough sheath 1
GRMZM2G099101	8	0.996704618	--	--	--	Endo-1,4-beta-glucanase
GRMZM2G086541	8	0.996699083	--	--	--	Uncharacterized protein
GRMZM2G377303	8	0.996684066	--	--	--	-
GRMZM2G098988	8	0.996617119	--	--	--	Putative HLH DNA-binding domain superfamily protein isoform 1; Putative HLH DNA-binding domain superfamily protein isoform 2; Putative HLH DNA-binding domain superfamily protein isoform 3; Uncharacterized protein
GRMZM2G159632	8	0.996616995	--	--	--	Sulfate transporter
GRMZM2G003424	8	0.996592588	--	C3H	ZmC3H45	Uncharacterized protein
GRMZM2G331566	8	0.996499003	--	--	--	Uncharacterized protein
GRMZM2G154301	8	0.99644925	--	--	--	Uncharacterized protein
GRMZM2G149051	8	0.996259234	--	--	--	-
GRMZM2G391795	8	0.996257023	--	--	--	Uncharacterized protein
GRMZM2G114552	8	0.996248185	--	--	--	Uncharacterized protein
GRMZM2G034404	8	0.996176115	--	--	--	Uncharacterized protein
GRMZM2G033222	8	0.996154318	--	--	--	-
GRMZM5G879749	8	0.996118525	--	--	--	Uncharacterized protein
GRMZM2G086637	8	0.996087659	--	--	--	Patellin-5; Putative patellin family protein isoform 1; Putative patellin family protein isoform 2
GRMZM2G028252	8	0.996068457	--	--	--	Putative uncharacterized protein
GRMZM2G070442	8	0.996060095	--	--	--	Uncharacterized protein
GRMZM2G143745	8	0.996001945	--	--	--	Uncharacterized protein
GRMZM2G150351	8	0.995979393	--	--	--	Uncharacterized protein
GRMZM2G153488	8	0.995974924	DEF1	--	--	Low-molecular-weight cysteine-rich protein LCR69
GRMZM2G046201	8	0.995923635	--	--	--	-
GRMZM2G066598	8	0.995916091	--	--	--	-
GRMZM2G043579	8	0.995890379	--	--	--	Uncharacterized protein
GRMZM2G505232	8	0.995886078	--	--	--	Uncharacterized protein
GRMZM2G118019	8	0.995827465	--	--	--	Sodium/hydrogen exchanger
GRMZM2G029720	8	0.995795769	--	--	--	Uncharacterized protein
GRMZM2G102926	8	0.995719597	--	--	--	-
GRMZM2G154090	8	0.995703649	PT2	--	--	Inorganic phosphate transporter 1; Uncharacterized protein
GRMZM5G814771	8	0.995628598	--	--	--	Uncharacterized protein
GRMZM2G029857	8	0.995535354	--	--	--	-
GRMZM2G039431	8	0.995530354	--	--	--	Putative leucine-rich repeat receptor protein kinase family protein
GRMZM2G129413	8	0.995503705	AUX1	--	--	Auxin transporter-like protein 3
GRMZM2G005353	8	0.995499897	--	C2C2-YABBY	ZmYAB14	Yabby14 isoform 1; Yabby14 isoform 2
GRMZM2G094353	8	0.995489928	--	--	--	Uncharacterized protein
GRMZM2G118490	8	0.995465444	--	--	--	Uncharacterized protein
GRMZM2G165488	8	0.995459452	--	CCAAT-HAP2	ZmCA2P10	Uncharacterized protein
GRMZM2G043242	8	0.995445526	--	--	--	Uncharacterized protein
GRMZM2G079080	8	0.995413498	--	--	--	Putative argonaute family protein
GRMZM2G068519	8	0.995397403	--	--	--	Putative uncharacterized protein
GRMZM2G088543	8	0.99536434	--	--	--	-
GRMZM2G427054	8	0.995345719	--	--	--	Uncharacterized protein
GRMZM2G016923	8	0.995326485	--	--	--	Uncharacterized protein
GRMZM2G157806	8	0.995308104	--	--	--	TPD1
GRMZM2G054795	8	0.995295534	--	C2C2-YABBY	ZmYAB1	Uncharacterized protein
GRMZM2G040517	8	0.995282406	--	--	--	Pistil-specific extensin-like protein
GRMZM2G314667	8	0.995279298	--	--	--	Putative uncharacterized protein
GRMZM2G094602	8	0.995215194	--	--	--	Protein binding protein
GRMZM2G472234	8	0.99517047	--	--	--	-
GRMZM2G171702	8	0.99517045	PIN1D	--	--	Auxin efflux carrier component 1c; Putative auxin efflux carrier PIN1d; Uncharacterized protein
GRMZM2G070302	8	0.99516953	--	--	--	-
GRMZM2G167824	8	0.995169362	--	C2C2-YABBY	ZmYAB10	Yabby10 protein
GRMZM2G011789	8	0.995167528	LEC1	CCAAT-DR1	ZmCADR1	Leafy cotyledon1
GRMZM2G366709	8	0.995161094	--	--	--	-
GRMZM5G867945	8	0.995160968	--	--	--	Uncharacterized protein
GRMZM2G004012	8	0.995160959	--	--	--	Basic blue protein; Uncharacterized protein
GRMZM2G015666	8	0.995160959	--	bHLH 	ZmbHLH33	DNA binding protein
GRMZM2G019567	8	0.995160959	--	--	--	-
GRMZM2G028151	8	0.995160959	--	AP2-EREBP	ZmEREB184	Uncharacterized protein
GRMZM2G032547	8	0.995160959	--	--	--	Uncharacterized protein
GRMZM2G034876	8	0.995160959	GRF1	GRF	ZmGRF6	Uncharacterized protein
GRMZM2G038053	8	0.995160959	--	--	--	-
GRMZM2G060834	8	0.995160959	--	G2-like	ZmGLK47	Uncharacterized protein
GRMZM2G062618	8	0.995160959	--	--	--	Uncharacterized protein
GRMZM2G069444	8	0.995160959	--	--	--	Uncharacterized protein
GRMZM2G080295	8	0.995160959	--	SRS	ZmSRS2	-
GRMZM2G082227	8	0.995160959	--	ABI3-VP1	ZmABI8	-
GRMZM2G090603	8	0.995160959	--	--	--	Uncharacterized protein
GRMZM2G090753	8	0.995160959	--	--	--	-
GRMZM2G097229	8	0.995160959	--	--	--	-
GRMZM2G098377	8	0.995160959	--	--	--	-
GRMZM2G101682	8	0.995160959	--	--	--	Uncharacterized protein
GRMZM2G103983	8	0.995160959	TIP3-2	--	--	Aquaporin TIP3-2
GRMZM2G112210	8	0.995160959	--	--	--	Putative uncharacterized protein
GRMZM2G115329	8	0.995160959	--	--	--	Uncharacterized protein
GRMZM2G123308	8	0.995160959	--	G2-like	ZmGLK55	KANADI-like transcription factor FEATHERED; Putative MYB DNA-binding domain superfamily protein
GRMZM2G124663	8	0.995160959	--	CCAAT-DR1	ZmCADR7	Uncharacterized protein
GRMZM2G133590	8	0.995160959	--	--	--	-
GRMZM2G141383	8	0.995160959	--	--	--	-
GRMZM2G150827	8	0.995160959	--	--	--	-
GRMZM2G160327	8	0.995160959	--	--	--	Uncharacterized protein
GRMZM2G166218	8	0.995160959	--	--	--	Uncharacterized protein
GRMZM2G366434	8	0.995160959	--	AP2-EREBP	ZmEREB206	Protein BABY BOOM 1
GRMZM2G397508	8	0.995160959	--	--	--	-
GRMZM2G409372	8	0.995160959	--	--	--	-
GRMZM2G465812	8	0.995160959	--	--	--	Terpene synthase 9
GRMZM2G480903	8	0.995160959	--	--	--	Grx_C8-glutaredoxin subgroup III
GRMZM2G507466	8	0.995160959	--	--	--	-
GRMZM2G516344	8	0.995160959	--	--	--	-
GRMZM2G529859	8	0.995160959	--	C2C2-YABBY	ZmYAB8	Uncharacterized protein
GRMZM2G532340	8	0.995160959	--	--	--	-
GRMZM2G547703	8	0.995160959	--	--	--	-
GRMZM2G552690	8	0.995160959	--	--	--	-
GRMZM2G581052	8	0.995160959	--	--	--	-
GRMZM5G837123	8	0.995160959	--	--	--	-
GRMZM5G846267	8	0.995160959	--	--	--	Uncharacterized protein
GRMZM5G865199	8	0.995160959	--	--	--	-
zma-MIR167a	8	0.995160959	--	--	--	-
GRMZM5G846550	8	0.995123962	--	--	--	-
GRMZM2G331567	8	0.995123631	--	--	--	-
GRMZM2G111436	8	0.995115363	--	--	--	Werner syndrome ATP-dependent helicase
EF517601.1_FG016	8	0.995111392	MFS18	--	--	MFS18 protein
GRMZM2G067205	8	0.995098308	--	--	--	JAG
GRMZM5G860173	8	0.995095477	--	--	--	Uncharacterized protein
GRMZM2G017606	8	0.995083795	--	SRS	ZmSRS3	SHI
GRMZM2G313448	8	0.995082654	--	--	--	Uncharacterized protein
GRMZM2G132077	8	0.995050183	--	--	--	Putative uncharacterized protein
GRMZM2G109959	8	0.995043666	--	--	--	Glycine-rich cell wall structural protein; Uncharacterized protein
GRMZM2G105644	8	0.995040238	--	--	--	Geranylgeranyl hydrogenase; Uncharacterized protein
GRMZM5G882527	8	0.995001736	--	bHLH 	ZmbHLH173	Uncharacterized protein
GRMZM2G300133	8	0.994984214	--	--	--	-
GRMZM2G069365	8	0.99497826	--	ZF-HD	ZmZHD17	Putative homeobox DNA-binding domain superfamily protein
GRMZM2G091320	8	0.994960938	--	--	--	-
GRMZM2G176390	8	0.994923856	--	--	--	Uncharacterized protein
GRMZM2G074543	8	0.994895258	--	C2C2-YABBY	ZmYAB9	Yabby9 protein
GRMZM2G175265	8	0.994882646	--	MYB-related	ZmMYBR48	Putative MYB DNA-binding domain superfamily protein
GRMZM2G111293	8	0.994872996	--	--	--	Uncharacterized protein
GRMZM2G089606	8	0.994806485	--	--	--	-
GRMZM2G099016	8	0.994792204	--	--	--	-
GRMZM2G042407	8	0.994739725	--	SRS	ZmSRS1	Uncharacterized protein
GRMZM2G097313	8	0.994719355	--	--	--	Putative leucine-rich repeat protein kinase family protein
GRMZM2G121309	8	0.994713762	--	--	--	Uncharacterized protein
GRMZM5G809695	8	0.994708579	--	--	--	Putative leucine-rich repeat receptor-like protein kinase family protein; Uncharacterized protein
GRMZM2G133070	8	0.994698518	--	--	--	Uncharacterized protein
GRMZM2G053466	8	0.994637002	--	--	--	Uncharacterized protein
GRMZM2G067921	8	0.994548718	DLF1	bZIP 	ZmbZIP2	Delayed flowering1
GRMZM5G829897	8	0.994545157	--	--	--	Carboxylic ester hydrolase/ hydrolase, acting on ester bond
GRMZM2G022489	8	0.994515302	--	--	--	-
GRMZM2G045117	8	0.994495028	--	--	--	BCL-2 binding anthanogene-1
GRMZM2G142721	8	0.994494472	ZMG1	--	--	G1 protein
GRMZM2G148404	8	0.994471003	--	--	--	Uncharacterized protein
GRMZM2G137694	8	0.994437792	--	--	--	-
GRMZM2G101958	8	0.994370752	PLT1	--	--	Non-specific lipid-transfer protein
GRMZM2G356378	8	0.994366856	--	--	--	-
GRMZM2G061758	8	0.994340045	--	--	--	Ubiquitin-protein ligase/ zinc ion binding protein; Uncharacterized protein
GRMZM2G374085	8	0.994309332	--	--	--	Uncharacterized protein
GRMZM2G547710	8	0.994243893	--	--	--	-
GRMZM2G024005	8	0.994182171	--	--	--	Uncharacterized protein
GRMZM2G029518	8	0.994175821	--	--	--	Fibroin heavy chain; Uncharacterized protein
GRMZM2G092432	8	0.994157278	--	--	--	ACR8
GRMZM2G059392	8	0.994121699	--	--	--	Uncharacterized protein
GRMZM2G180246	8	0.994104666	GIF1	--	--	GIF2; Putative GRF-interacting factor 1; Uncharacterized protein
GRMZM2G452178	8	0.994074951	GN1	Homeobox	ZmHB61	Homeobox protein knotted-1-like 4
GRMZM2G097141	8	0.994058751	--	--	--	Uncharacterized protein
GRMZM2G093595	8	0.994023298	ABI4	AP2-EREBP	ZmEREB164	AP2 domain transcription factor; Putative AP2/EREBP transcription factor superfamily protein
GRMZM2G152143	8	0.99395325	--	--	--	Uncharacterized protein
GRMZM2G107721	8	0.993949535	--	--	--	Uncharacterized protein
GRMZM2G064948	8	0.993863767	--	--	--	Putative uncharacterized protein
GRMZM2G140739	8	0.993741402	--	--	--	Putative uncharacterized protein
GRMZM2G329710	8	0.993604789	--	--	--	Uncharacterized protein
GRMZM2G475536	8	0.993603476	--	--	--	Uncharacterized protein
GRMZM2G086573	8	0.993600627	--	AP2-EREBP	ZmEREB24	Uncharacterized protein
GRMZM2G000686	8	0.99359958	--	CCAAT-HAP2	ZmCA2P11	Uncharacterized protein
GRMZM5G841053	8	0.993582904	--	--	--	Uncharacterized protein
GRMZM2G328438	8	0.993582094	--	ZF-HD	ZmZHD11	Uncharacterized protein
GRMZM5G853392	8	0.993570044	--	GRF	ZmGRF14	Putative uncharacterized protein
GRMZM2G034155	8	0.9935552	--	--	--	Putative leucine-rich repeat receptor protein kinase family protein
GRMZM5G858064	8	0.993434619	--	--	--	-
GRMZM2G077752	8	0.993426577	--	SRS	ZmSRS9	Uncharacterized protein
GRMZM2G333337	8	0.993405384	--	--	--	-
GRMZM2G132682	8	0.99321119	--	--	--	Uncharacterized protein
GRMZM2G458364	8	0.993204721	--	--	--	Uncharacterized protein
GRMZM2G102674	8	0.993196973	--	--	--	Uncharacterized protein
GRMZM2G113840	8	0.99317561	--	--	--	Uncharacterized protein
GRMZM2G162020	8	0.993025775	--	Orphans	ZmOrphan284	Uncharacterized protein
GRMZM2G163724	8	0.992991046	--	--	--	Uncharacterized protein
GRMZM2G166524	8	0.992968605	--	--	--	Uncharacterized protein
GRMZM2G149481	8	0.992966708	--	--	--	Auxin transporter-like protein 3
GRMZM2G178686	8	0.992845846	--	--	--	Uncharacterized protein
GRMZM2G157505	8	0.992775612	--	--	--	EGG APPARATUS-1 protein
GRMZM5G856907	8	0.992426037	--	--	--	-
GRMZM2G040689	8	0.992395549	--	--	--	Uncharacterized protein
GRMZM5G853836	8	0.992327544	--	CCAAT-HAP2	ZmCA2P5	-
GRMZM2G026580	8	0.991997569	--	--	--	Uncharacterized protein
GRMZM5G833523	8	0.991980561	--	--	--	-
GRMZM2G042920	8	0.9918865	--	bHLH 	ZmbHLH7	Putative HLH DNA-binding domain superfamily protein; Uncharacterized protein
GRMZM2G054805	8	0.991846708	--	--	--	Uncharacterized protein
GRMZM2G138750	8	0.991830488	--	--	--	Uncharacterized protein
GRMZM2G015080	8	0.991826556	--	GRAS	ZmGRAS37	Uncharacterized protein
GRMZM2G305415	8	0.991596377	--	--	--	-
GRMZM2G094639	8	0.991518577	--	--	--	-
GRMZM2G073351	8	0.991466155	POR	--	--	Uncharacterized protein
GRMZM2G085945	8	0.991250359	--	--	--	Zinc finger protein
GRMZM2G170958	8	0.991235781	--	Homeobox	ZmHB73	Putative homeobox DNA-binding domain superfamily protein
GRMZM2G008053	8	0.991176726	--	--	--	-
GRMZM2G120481	8	0.991148209	--	--	--	-
GRMZM2G118066	8	0.991124861	--	--	--	-
GRMZM5G836174	8	0.991109644	--	--	--	Phosphatase phospho1; Uncharacterized protein
GRMZM2G318592	8	0.99108655	--	--	--	Uncharacterized protein
GRMZM2G118770	8	0.991063914	ME	--	--	Malic enzyme
GRMZM2G154747	8	0.990975201	--	--	--	Plasma membrane associated protein
GRMZM2G131822	8	0.990895528	--	--	--	-
GRMZM2G357660	8	0.990801597	--	--	--	Uncharacterized protein
GRMZM2G147857	8	0.990720881	--	--	--	ATP binding protein
GRMZM2G017882	8	0.990719231	--	PLATZ	ZmPLATZ8	-
GRMZM2G125867	8	0.990685635	--	--	--	Uncharacterized protein
GRMZM2G081462	8	0.990675207	--	--	--	Uncharacterized protein
GRMZM2G420823	8	0.990652886	--	--	--	Uncharacterized protein
GRMZM2G559483	8	0.990587916	--	--	--	-
GRMZM2G176035	8	0.990278554	--	--	--	-
GRMZM2G108865	8	0.990253117	--	C2C2-Dof 	ZmDOF25	-
GRMZM2G302785	8	0.990058069	--	--	--	-
GRMZM2G030862	8	0.990057904	--	--	--	Uncharacterized protein
GRMZM2G034840	8	0.989826265	ARF4	ARF 	ZmARF4	Auxin response factor 4
GRMZM2G003002	8	0.989748308	--	--	--	Histone H1
GRMZM2G052067	8	0.989737823	--	--	--	Putative CBL-interacting protein kinase family protein
GRMZM2G036966	8	0.989622027	--	GeBP	ZmGBP15	Uncharacterized protein
GRMZM2G008250	8	0.989372745	--	--	--	Uncharacterized protein
GRMZM5G802816	8	0.989307231	--	--	--	Uncharacterized protein
AC233861.1_FG001	8	0.989162785	--	--	--	-
GRMZM2G114899	8	0.987793725	--	--	--	Uncharacterized protein
GRMZM2G330931	8	0.987760665	--	--	--	-
GRMZM2G589579	8	0.987733203	--	--	--	Putative argonaute family protein; Uncharacterized protein
GRMZM2G034197	8	0.987721277	--	--	--	Uncharacterized protein
GRMZM2G100454	8	0.98771678	--	--	--	Uncharacterized protein
GRMZM2G171423	8	0.987711224	--	--	--	Uncharacterized protein
GRMZM2G139082	8	0.987665879	ORF	AP2-EREBP	ZmEREB152	Putative AP2/EREBP transcription factor superfamily protein; Uncharacterized protein
GRMZM2G366873	8	0.987634015	--	--	--	Uncharacterized protein
GRMZM2G001139	8	0.987419721	--	MADS (MIKC-type)	ZmMADS43	Putative MADS-box transcription factor family protein; Uncharacterized protein
GRMZM2G470756	8	0.987238164	--	--	--	Grx_C8-glutaredoxin subgroup III
GRMZM2G008263	8	0.987004873	GBSSIIA	--	--	Uncharacterized protein
GRMZM2G340286	8	0.986827821	--	--	--	Putative uncharacterized protein
AC211449.2_FG001	8	0.986520627	--	--	--	-
GRMZM2G082855	8	0.986371913	--	--	--	Putative leucine-rich repeat receptor-like protein kinase family protein
GRMZM5G833563	8	0.986218788	--	--	--	Uncharacterized protein
GRMZM2G480687	8	0.986183168	--	--	--	Uncharacterized protein
GRMZM5G806622	8	0.986100595	--	--	--	Uncharacterized protein
GRMZM2G126646	8	0.985922053	HDZIV13_OCL13	Homeobox	ZmHB83	Homeodomain leucine zipper family IV protein; Putative homeobox/lipid-binding domain family protein
GRMZM2G399072	8	0.985841705	--	AP2-EREBP	ZmEREB130	AP2-EREBP-type transcription factor
GRMZM5G802407	8	0.98577189	--	--	--	-
GRMZM2G524912	8	0.985750473	--	--	--	-
GRMZM5G807413	8	0.985727473	--	--	--	-
GRMZM2G017388	8	0.985602371	--	--	--	Uncharacterized protein
GRMZM2G072117	8	0.985430535	--	--	--	AT-hook protein 1; Uncharacterized protein
GRMZM2G126397	8	0.985408335	LTP3	--	--	Nonspecific lipid-transfer protein; Putative lipid-transfer protein 3; Uncharacterized protein
GRMZM2G163374	8	0.985315951	--	--	--	Putative uncharacterized protein
GRMZM2G176217	8	0.985143301	ROP6	--	--	Uncharacterized protein
GRMZM2G141320	8	0.985059003	--	--	--	Uncharacterized protein
GRMZM2G120657	8	0.985001932	--	--	--	Uncharacterized protein
GRMZM5G817941	8	0.984896746	--	--	--	-
GRMZM2G423900	8	0.984888705	--	--	--	Uncharacterized protein
GRMZM2G060943	8	0.984790663	--	--	--	Putative uncharacterized protein
GRMZM2G026301	8	0.98473289	PK8-B	--	--	Putative uncharacterized protein pk8-b; Uncharacterized protein
GRMZM2G086869	8	0.984721603	--	--	--	Uncharacterized protein
GRMZM5G882075	8	0.984653211	--	--	--	Uncharacterized protein
GRMZM2G355752	8	0.984580622	--	--	--	Early light-induced protein
GRMZM2G589424	8	0.984554197	--	--	--	-
AC206788.3_FG008	8	0.984181863	--	--	--	Uncharacterized protein
GRMZM2G133398	8	0.984122564	VP1	ABI3-VP1	ZmABI1	Regulatory protein viviparous-1
GRMZM2G035701	8	0.984035944	--	ABI3-VP1	ZmABI19	Putative B3 DNA binding domain family protein
AC205703.4_FG001	8	0.983951554	--	--	--	BCL-2 binding anthanogene-1
GRMZM2G017087	8	0.983861747	KN-1	Homeobox	ZmHB1	Homeotic protein knotted-1
GRMZM2G562647	8	0.983839374	--	--	--	-
GRMZM2G444621	8	0.983031076	--	--	--	Calmodulin; Uncharacterized protein
GRMZM2G116079	8	0.982844733	--	--	--	Uncharacterized protein
GRMZM2G080054	8	0.982055779	--	bHLH 	ZmbHLH148	Protein SPATULA
GRMZM2G035599	8	0.981752269	--	--	--	Ribose-5-phosphate isomerase
GRMZM2G166413	8	0.981679812	--	--	--	Too many mouths protein
GRMZM2G069713	8	0.981460966	--	Orphans	ZmOrphan70	Uncharacterized protein
GRMZM2G319798	8	0.981324202	--	--	--	-
GRMZM2G136895	8	0.981223306	--	--	--	Putative O-Glycosyl hydrolase superfamily protein; Uncharacterized protein
GRMZM5G857090	8	0.981049156	--	--	--	Uncharacterized protein
GRMZM2G107003	8	0.980717513	--	--	--	GASA-like protein; Gibberellin-regulated protein 1; Uncharacterized protein
GRMZM2G077776	8	0.980712771	--	--	--	Uncharacterized protein
GRMZM2G116812	8	0.980388123	--	--	--	Uncharacterized protein
GRMZM2G048366	8	0.980309221	--	--	--	Uncharacterized protein
GRMZM2G365292	8	0.979992035	--	--	--	-
GRMZM2G103672	8	0.979975703	--	--	--	Beta-expansin 4
GRMZM2G125243	8	0.979882579	OBF3.2	bZIP 	ZmbZIP33	Putative bZIP transcription factor superfamily protein; Uncharacterized protein
GRMZM6G617209	8	0.979764115	BX6	--	--	DIBOA-glucoside dioxygenase BX6
GRMZM2G150360	8	0.979650792	--	--	--	Putative uncharacterized protein
GRMZM2G021427	8	0.979637627	--	--	--	-
GRMZM2G121221	8	0.979190267	--	--	--	Histone H1
GRMZM2G144809	8	0.979156538	--	--	--	-
GRMZM2G105587	8	0.978931532	--	--	--	MFS18 protein
GRMZM2G161435	8	0.97888877	--	Homeobox	ZmHB2	Uncharacterized protein
GRMZM2G089259	8	0.978823778	--	--	--	Uncharacterized protein
GRMZM2G076049	8	0.978497112	--	--	--	Uncharacterized protein
GRMZM2G587543	8	0.978387403	--	--	--	-
GRMZM2G081053	8	0.978098237	--	--	--	Uncharacterized protein
GRMZM2G522302	8	0.978091161	--	--	--	-
AC185611.3_FG001	8	0.978000633	--	--	--	-
GRMZM2G095302	8	0.977980626	--	--	--	ATP binding protein; Uncharacterized protein
AC186510.3_FG004	8	0.977809747	--	--	--	-
GRMZM2G010863	8	0.977806983	--	--	--	Uncharacterized protein
GRMZM2G174598	8	0.977661238	--	--	--	Uncharacterized protein
